fartoynavn,avgangshavn_navn,ankomsthavn_navn,etd_estimert_avgangstidspunkt,ankomsttidspunkt,dep_lat,dep_lon,arr_lat,arr_lon
ANMI,Drammen,Rotterdam,2022-01-03 17:15:00+00:00,2022-01-06 05:00:00+00:00,59.6964936,10.175642,51.9244424,4.47775
MOLNES,Tromsø,Barentshavet,2022-01-05 19:00:00+00:00,2022-01-06 11:00:00+00:00,69.6516345,18.9558585,74.3478217,37.809937
ISLAND CLIPPER,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-02 14:30:00+00:00,2022-01-02 22:00:00+00:00,,,,
NCL SVELGEN,Glomfjord,Orkanger,2022-01-06 12:00:00+00:00,2022-01-07 06:45:00+00:00,66.8122881,13.9493751,63.304819,9.8496676
SPLITTNES,Jelsa,Odense,2022-01-04 05:00:00+00:00,2022-01-05 23:30:00+00:00,43.1608097,16.6931431,55.3997225,10.3852104
BAARDSUND ,Sunde,Ombo,2022-01-02 10:00:00+00:00,2022-01-02 20:20:00+00:00,59.8359038,5.7114821,59.2613296,6.0131356
AUSEKLIS,Barentshavet,Hammerfest,2022-01-02 07:00:00+00:00,2022-01-03 03:30:00+00:00,74.3478217,37.809937,70.6413392,23.8360801
OLYMPIC ENERGY,Offshoreinst. Nordsjøen,Dusavik,2022-01-02 20:40:00+00:00,2022-01-03 07:45:00+00:00,,,58.9971222,5.6656063
SIEM SYMPHONY,Offshoreinst. Nordsjøen,Risavika,2022-01-03 05:25:00+00:00,2022-01-03 16:00:00+00:00,,,58.9266035,5.598135
JSP SLEIPNER,Ålesund,Bremerhaven,2022-01-04 07:00:00+00:00,2022-01-06 05:00:00+00:00,62.4802363,6.5550739,53.5505392,8.5851945
ICE,Mo i Rana,Harstad ,2022-01-05 12:30:00+00:00,2022-01-06 07:35:00+00:00,66.3110969,14.1386991,,
VIKTORIA LADY,Harstad ,Torsken,2022-01-02 04:20:00+00:00,2022-01-02 08:00:00+00:00,,,69.3520444,17.0457813
WILSON LUGA,Åheim,Duisburg,2022-01-06 11:00:00+00:00,2022-01-10 10:20:00+00:00,62.0360845,5.5306672,51.434999,6.759562
PIRAJA,Kristiansand,Nordsjøen,2022-01-03 11:23:00+00:00,2022-01-03 15:24:00+00:00,58.0856276,7.931858,56.00276,3.000129
ISLAND VANGUARD,Mongstadbase,Sløvåg Industriområde,2022-01-04 01:00:00+00:00,2022-01-04 02:00:00+00:00,,,,
UDVAAR III,Nordsjøen,Kristiansand,2022-01-03 16:02:00+00:00,2022-01-03 19:56:00+00:00,56.00276,3.000129,58.0856276,7.931858
NORDBAS,Offshore,Tromsø,2022-01-03 22:00:00+00:00,2022-01-04 07:00:00+00:00,33.5762077,-117.8266011,69.6516345,18.9558585
NORMAND SUPPORTER,Ekofisk,Risavika,2022-01-03 20:20:00+00:00,2022-01-04 14:00:00+00:00,56.5470118,3.2175015,58.9266035,5.598135
EIDSVAAG VEGA,Stokmarknes,Averøy,2022-01-04 00:00:00+00:00,2022-01-06 09:00:00+00:00,68.5670003,14.9133484,63.1371204,7.4323066
RO ARCTIC,Alta,Lafjorden,2022-01-03 17:30:00+00:00,2022-01-04 03:00:00+00:00,55.001251,-115.002136,70.8632254,25.4072733
MERCATOR,Breiviga,Forus,2022-01-04 09:00:00+00:00,2022-01-04 11:00:00+00:00,58.0329342,7.2553761,58.8918217,5.7341428
REMOY,Barentshavet,Barentshavet,2022-01-04 07:00:00+00:00,2022-01-04 22:00:00+00:00,74.3478217,37.809937,74.3478217,37.809937
SIRI KNUTSEN,Karlsmedgrunnen Ankring,Nordsjøen,2022-01-05 15:45:00+00:00,2022-01-05 22:59:00+00:00,,,56.00276,3.000129
SVARTFOSS,Leknes,Botn - Sandnessjøen,2022-01-04 15:00:00+00:00,2022-01-05 01:30:00+00:00,68.1474646,13.6115311,65.992954,12.616372
COOPER VIKING,Dusavik,Sandnes,2022-01-04 13:00:00+00:00,2022-01-04 16:00:00+00:00,58.9971222,5.6656063,58.983132,6.394641
ISLAND VALIANT,Offshoreinst Halten-Helgeland,Kristiansund,2022-01-04 11:15:00+00:00,2022-01-04 15:00:00+00:00,,,63.2168194,7.545259
AURORA HORIZON,Dusavik,Stavanger,2022-01-04 17:45:00+00:00,2022-01-04 18:15:00+00:00,58.9971222,5.6656063,58.9699675,5.7318101
WILSON HOOK,Mo i Rana,Lillebukt,2022-01-11 01:00:00+00:00,2022-01-13 08:00:00+00:00,66.3110969,14.1386991,70.2636777,22.6204722
ORAHOLM,Herøya,Ravenna,2022-01-05 08:00:00+00:00,2022-01-14 08:00:00+00:00,60.1031064,10.3180849,44.3640607,12.0590095
WILSON LISTA,Mosjøen,Follafoss,2022-01-04 21:30:00+00:00,2022-01-06 05:20:00+00:00,65.8375342,13.1892098,63.986506,11.1104608
TAUMAR,Stranda,Ålesund,2022-01-09 16:00:00+00:00,2022-01-09 20:00:00+00:00,62.1678462,6.9302137,62.4802363,6.5550739
RO ARCTIC,Skjervøy,Tromsø,2022-01-09 10:00:00+00:00,2022-01-09 12:00:00+00:00,70.1709973,20.6989897,69.6516345,18.9558585
AASTIND,Sløvåg Industriområde,Ipswich,2022-01-11 09:30:00+00:00,2022-01-13 11:00:00+00:00,,,52.0579324,1.1528095
SAMSKIP KVITBJORN,Bergen,Florø,2022-01-09 17:20:00+00:00,2022-01-10 01:55:00+00:00,60.3943055,5.3259192,61.6002583,5.0349596
WILSON NARVIK,Fredericia,Tofte - Hurum,2022-01-11 14:30:00+00:00,2022-01-12 13:00:00+00:00,55.565268,9.7562169,59.5441495,10.5651549
KILSTRAUM,Sløvåg,Gulen,2022-01-10 11:00:00+00:00,2022-01-10 13:00:00+00:00,60.8524007,5.069839,60.9614587,5.1550322
CSL TRIMNES,Seljestokken,Hull,2022-01-11 01:42:00+00:00,2022-01-12 22:00:00+00:00,61.6744446,4.9721058,53.7435722,-0.3394758
STARNES,Northfleet,Jelsa,2022-01-09 22:00:00+00:00,2022-01-12 01:00:00+00:00,51.4459453,0.3239669,43.1608097,16.6931431
ISFJORD,Recheche Fjorden,Tromsø,2022-01-11 08:45:00+00:00,2022-01-14 18:30:00+00:00,,,69.6516345,18.9558585
TERN SEA,Harstad ,Tromsø,2022-01-12 23:05:00+00:00,2022-01-13 05:50:00+00:00,,,69.6516345,18.9558585
VESTBORG,Fuglafjørdur,Averøy,2022-01-10 14:00:00+00:00,2022-01-12 17:15:00+00:00,62.2438445,-6.8133219,63.1371204,7.4323066
BERGEN STAR,Mongstad,Mongstadbase,2022-01-10 18:30:00+00:00,2022-01-10 19:00:00+00:00,60.797934,5.011611,,
NORDERVEG,Skjervøy,Hammerfest,2022-01-10 16:15:00+00:00,2022-01-10 18:15:00+00:00,70.1709973,20.6989897,70.6413392,23.8360801
RAMOEN,Ålesund,Offshore,2022-01-10 22:59:00+00:00,2022-01-11 05:00:00+00:00,62.4802363,6.5550739,33.5762077,-117.8266011
GADUS NEPTUN,Barentshavet,Båtsfjord,2022-01-10 01:00:00+00:00,2022-01-12 04:00:00+00:00,74.3478217,37.809937,70.6142761,30.3274063
BRIS,Nordsjøen,Egersund,2022-01-11 00:00:00+00:00,2022-01-11 05:30:00+00:00,56.00276,3.000129,58.4515121,6.0007554
SVEASUND,Borkenes,Risøyhamn,2022-01-11 22:00:00+00:00,2022-01-12 00:30:00+00:00,68.7726305,16.1715549,68.9719105,15.6383507
VIKING PRINCESS,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-11 11:00:00+00:00,2022-01-11 20:00:00+00:00,,,,
DENSA SEAL,Herøya,Frierfjorden Ankring,2022-01-14 16:10:00+00:00,2022-01-14 16:30:00+00:00,60.1031064,10.3180849,,
KUMPULA,Narvik Reden,Narvik,2022-01-12 21:20:00+00:00,2022-01-12 22:30:00+00:00,,,68.4383796,17.4271978
EKEN,Gudvangen,Lidköping,2022-01-14 09:50:00+00:00,2022-01-16 07:00:00+00:00,60.8791085,6.8396298,58.5037196,13.1576427
SVEALAND,Kvithylla,Trondheim,2022-01-13 12:00:00+00:00,2022-01-13 14:00:00+00:00,63.560036,9.9079191,63.4304475,10.3952118
DINA STAR,Dusavik,Offshore,2022-01-14 22:00:00+00:00,2022-01-15 04:00:00+00:00,58.9971222,5.6656063,33.5762077,-117.8266011
SUBSEA VIKING,Langevåg,Stord base,2022-01-03 07:00:00+00:00,2022-01-03 09:00:00+00:00,62.4405047,6.1908603,,
BOURBON MONSOON,Visund,Botnaneset - Flora,2022-01-01 10:15:00+00:00,2022-01-01 18:00:00+00:00,59.2114044,16.3000363,61.6079804,5.0674224
RONJA KVALOY,Ålesund,Steinsvika - Volda,2022-01-01 07:30:00+00:00,2022-01-01 13:00:00+00:00,62.4802363,6.5550739,62.0045009,5.8533506
NCL AVEROY,Orkanger,Ålesund,2022-01-01 16:30:00+00:00,2022-01-02 03:18:00+00:00,63.304819,9.8496676,62.4802363,6.5550739
ROGALAND,Kristiansand,"Ukjent lokasjon, ukjent land",2022-01-06 19:00:00+00:00,2022-01-07 11:00:00+00:00,58.0856276,7.931858,,
FREYJA W,Mosjøen,Høgset,2022-01-05 16:00:00+00:00,2022-01-06 20:00:00+00:00,65.8375342,13.1892098,62.6602761,6.6582743
AMADEUS,Tau,Risavika,2022-01-05 14:00:00+00:00,2022-01-05 23:01:00+00:00,30.9248944,101.1574419,58.9266035,5.598135
WILSON HUSUM,Salten,Murmansk,2022-01-05 17:30:00+00:00,2022-01-07 21:00:00+00:00,56.0836884,9.5686653,68.970665,33.07497
TRANSPORTER,Fredrikstad,Halden,2022-01-03 14:15:00+00:00,2022-01-03 17:20:00+00:00,59.1862012,10.8680241,59.0680555,11.537191
HANNAH KRISTINA,Botnaneset - Flora,Averøy,2022-01-01 17:00:00+00:00,2022-01-02 06:00:00+00:00,61.6079804,5.0674224,63.1371204,7.4323066
GROTANGER,Harstad ,Grovfjord,2022-01-01 06:00:00+00:00,2022-01-01 09:00:00+00:00,,,68.6763882,17.120942
LUCITA,Falkeidflæet Ankring,Jelsa,2022-01-03 02:00:00+00:00,2022-01-03 04:05:00+00:00,,,43.1608097,16.6931431
HAAFJELL,Mandal,Randers,2022-01-16 01:30:00+00:00,2022-01-16 23:00:00+00:00,58.0268181,7.4534802,56.4617545,10.0371476
RO FJORD,Eggesbønes,Rovde,2022-01-10 12:30:00+00:00,2022-01-10 17:30:00+00:00,62.321442,5.655779,62.1788232,5.7540104
WITH MARINE,Bodø,Valsneset,2022-01-13 19:30:00+00:00,2022-01-14 17:00:00+00:00,67.3094783,13.915442,63.820758,9.636737
PIONEER KNUTSEN,Kollsnes Øst,Måløy,2022-01-12 13:30:00+00:00,2022-01-12 22:30:00+00:00,,,61.9336888,5.1129133
NORMAND SERENADE,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-04 16:30:00+00:00,2022-01-05 00:00:00+00:00,,,,
AQUA SKILSOY,Leirvik i Hyllestad,Askvoll,2022-01-04 14:15:00+00:00,2022-01-04 17:00:00+00:00,61.1362208,5.3456927,61.3537424,4.6796806
G. M. DANNEVIG,Arendal,Hirtshals,2022-01-05 05:00:00+00:00,2022-01-05 13:00:00+00:00,58.4267301,8.9469491,57.5908031,9.9649737
SYNES,Ålesund,Offshore,2022-01-05 15:00:00+00:00,2022-01-06 05:00:00+00:00,62.4802363,6.5550739,33.5762077,-117.8266011
RO ARCTIC,Alta,Kjøllefjord,2022-01-04 18:00:00+00:00,2022-01-05 06:30:00+00:00,55.001251,-115.002136,70.9456658,27.3510542
BJORG PAULINE,Stokmarknes,Innhavet,2022-01-04 20:00:00+00:00,2022-01-05 01:20:00+00:00,68.5670003,14.9133484,67.9633674,15.9307907
STADT KINN,Florø,Florø,2022-01-04 22:35:00+00:00,2022-01-05 17:15:00+00:00,61.6002583,5.0349596,61.6002583,5.0349596
ROBRIS,Florø,Rekstafjorden,2022-01-04 03:15:00+00:00,2022-01-04 15:30:00+00:00,61.6002583,5.0349596,61.5464225,4.7859188
ROSTEIN,Skjervøy,Tromsø,2022-01-03 13:35:00+00:00,2022-01-03 18:35:00+00:00,70.1709973,20.6989897,69.6516345,18.9558585
BARENTS OCEAN,Langøya,Oslo,2022-01-05 06:00:00+00:00,2022-01-05 10:00:00+00:00,68.8000809,15.2040085,59.9133301,10.7389701
MARIETJE NORA,Herøya,Frederikshavn,2022-01-06 04:00:00+00:00,2022-01-07 05:00:00+00:00,60.1031064,10.3180849,57.4412134,10.5336225
BAUS,Fredrikstad,Langøya,2022-01-05 08:30:00+00:00,2022-01-05 14:00:00+00:00,59.1862012,10.8680241,68.8000809,15.2040085
COOPER VIKING,Sandnes,Åmøyfjorden,2022-01-05 11:00:00+00:00,2022-01-05 13:00:00+00:00,58.983132,6.394641,59.0112521,5.6869373
WILSON DUNDALK,Stavanger Øst,Stavanger,2022-01-10 21:00:00+00:00,2022-01-10 21:40:00+00:00,58.9694029,5.7579687,58.9699675,5.7318101
HORDAFOR VII,Ålesund,Brattvåg,2022-01-05 14:20:00+00:00,2022-01-05 16:15:00+00:00,62.4802363,6.5550739,62.599812,6.444248
SILVER FIRDA,Tromsø,Sortland,2022-01-06 02:00:00+00:00,2022-01-06 15:00:00+00:00,69.6516345,18.9558585,68.767296,15.3679179
HAVDRON,Bergen,Averøy,2022-01-05 15:45:00+00:00,2022-01-06 11:00:00+00:00,60.3943055,5.3259192,63.1371204,7.4323066
EIDSVAAG OMEGA,Bergeneset,Gjesvær,2022-01-07 15:00:00+00:00,2022-01-09 00:01:00+00:00,69.2367639,19.3599972,71.0983993,25.3762911
HOLMFOSS,Tromsø,Tromsø,2022-01-07 12:00:00+00:00,2022-01-07 13:00:00+00:00,69.6516345,18.9558585,69.6516345,18.9558585
AQUA FJELL,Florø,Ålesund,2022-01-06 06:00:00+00:00,2022-01-06 14:00:00+00:00,61.6002583,5.0349596,62.4802363,6.5550739
NORMAND FERKING,Sløvåg,Mongstadbase,2022-01-06 10:00:00+00:00,2022-01-06 11:00:00+00:00,60.8524007,5.069839,,
FRAKT SUND,Klaipeda,Herøya,2022-01-06 11:00:00+00:00,2022-01-08 13:00:00+00:00,55.7127529,21.1350469,60.1031064,10.3180849
DELIA,Stavanger Øst,Averøy,2022-01-07 22:30:00+00:00,2022-01-09 10:30:00+00:00,58.9694029,5.7579687,63.1371204,7.4323066
IVS PHOENIX,Narvik Reden,Narvik,2022-01-08 10:25:00+00:00,2022-01-08 13:25:00+00:00,,,68.4383796,17.4271978
ATLANTIC,Tromsø,Barentshavet,2022-01-10 22:00:00+00:00,2022-01-11 22:00:00+00:00,69.6516345,18.9558585,74.3478217,37.809937
STRIL HERKULES,Nordsjøen,Ågotnes,2022-01-06 23:00:00+00:00,2022-01-07 07:00:00+00:00,56.00276,3.000129,60.4042983,5.0024982
ROBRIS,Florø,Gulen,2022-01-06 20:00:00+00:00,2022-01-07 01:00:00+00:00,61.6002583,5.0349596,60.9614587,5.1550322
HAVILA JUPITER,Offshoreinst Halten-Helgeland,Mongstadbase,2022-01-06 18:15:00+00:00,2022-01-07 15:00:00+00:00,,,,
BAARDSUND ,Omastranda,Storøya Øst,2022-01-06 13:30:00+00:00,2022-01-06 22:40:00+00:00,60.2170104,5.9716822,,
SVARTFOSS,Botnaneset - Flora,Gunhildvågen,2022-01-06 22:15:00+00:00,2022-01-07 03:00:00+00:00,61.6079804,5.0674224,61.5855145,5.0112195
HAV SAGA,Stavanger Øst,Tau,2022-01-07 05:25:00+00:00,2022-01-07 07:22:00+00:00,58.9694029,5.7579687,30.9248944,101.1574419
SCANBIO DART,Alta,Hammerfest,2022-01-06 00:00:00+00:00,2022-01-06 12:00:00+00:00,55.001251,-115.002136,70.6413392,23.8360801
KUMPULA,Bremen,Narvik Reden,2022-01-05 16:00:00+00:00,2022-01-09 16:45:00+00:00,53.0758196,8.8071646,,
SHPITCBERGEN,Ålesund,Fiskarstrand,2022-01-11 12:55:00+00:00,2022-01-11 13:45:00+00:00,62.4802363,6.5550739,62.435491,6.287316
MEANDI,Rotterdam,Moss,2022-01-10 06:36:00+00:00,2022-01-11 11:30:00+00:00,51.9244424,4.47775,59.4146674,10.6596578
KEY EAST,Kaliningrad,Husøy - Karmøy,2022-01-06 23:15:00+00:00,2022-01-09 15:30:00+00:00,54.710128,20.5105838,59.3403428,5.3070642
FEED FISKAA,Kristiansand,Moss,2022-01-08 14:40:00+00:00,2022-01-09 07:15:00+00:00,58.0856276,7.931858,59.4146674,10.6596578
WILSON WESER,Stokmarknes,Mo i Rana,2022-01-11 00:25:00+00:00,2022-01-14 19:00:00+00:00,68.5670003,14.9133484,66.3110969,14.1386991
BOTHNIA,Byggnes - Karmøy,St Petersburg,2022-01-08 16:40:00+00:00,2022-01-13 22:59:00+00:00,59.3005787,5.3017922,59.9606739,30.1586551
CABAL,Vikan - Bodø,Tomma,2022-01-07 21:00:00+00:00,2022-01-08 06:00:00+00:00,67.299575,14.6886582,66.2566165,12.8006542
AURORA GALAXY,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-08 00:30:00+00:00,2022-01-08 09:30:00+00:00,,,,
POLFOSS,Måløy,Måløy,2022-01-08 14:30:00+00:00,2022-01-08 15:00:00+00:00,61.9336888,5.1129133,61.9336888,5.1129133
HAVSTRAND,Offshore,Ålesund,2022-01-06 13:00:00+00:00,2022-01-09 17:00:00+00:00,33.5762077,-117.8266011,62.4802363,6.5550739
SCANTANK,Storøya Øst,Eide - Sotra,2022-01-08 09:45:00+00:00,2022-01-08 16:00:00+00:00,,,,
EVINCO,Mongstad,Göteborg,2022-01-06 08:00:00+00:00,2022-01-07 17:00:00+00:00,60.797934,5.011611,57.7072326,11.9670171
WILSON AMSTERDAM,Freifjorden 1 Ankring,Valsneset,2022-01-04 09:40:00+00:00,2022-01-04 18:15:00+00:00,,,63.820758,9.636737
STAVANGERFJORD,Rekstafjorden,Florø,2022-01-02 22:30:00+00:00,2022-01-02 23:00:00+00:00,61.5464225,4.7859188,61.6002583,5.0349596
YASA PELICAN,Mongstad,New York,2022-01-04 23:36:00+00:00,2022-01-19 05:00:00+00:00,60.797934,5.011611,40.7127281,-74.0060152
MEERDIJK,Herøya,Abu Kir,2022-01-01 18:20:00+00:00,2022-01-14 10:00:00+00:00,60.1031064,10.3180849,31.3203016,30.0641979
HAGLAND CARRIER ,Storesund,Nakskov,2022-01-01 04:25:00+00:00,2022-01-03 09:00:00+00:00,60.316757,4.984269,54.8304979,11.1493517
STRIL ORION,Brattvåg,Brattvåg,2022-01-02 08:00:00+00:00,2022-01-02 22:00:00+00:00,62.599812,6.444248,62.599812,6.444248
AURORA EXPLORER,Tromsø,Tromsø,2022-01-01 08:00:00+00:00,2022-01-01 14:40:00+00:00,69.6516345,18.9558585,69.6516345,18.9558585
STADT FLORO,Sløvåg Industriområde,Buefjorden,2022-01-01 22:00:00+00:00,2022-01-02 13:00:00+00:00,,,61.247616,4.6980282
ROVA STONES,Rekefjord,Wilhelmshaven,2022-01-02 05:00:00+00:00,2022-01-03 12:00:00+00:00,58.3393981,6.260425,53.5278793,8.106301
BOXER,Brevik,Fredrikstad,2022-01-01 18:00:00+00:00,2022-01-02 00:00:00+00:00,59.3474836,18.2043939,59.1862012,10.8680241
BEGONIA SEAWAYS,Brevik,Göteborg,2022-01-03 17:00:00+00:00,2022-01-04 00:00:00+00:00,59.3474836,18.2043939,57.7072326,11.9670171
RONJA MALOY,Leirvik,Fiskå - Strand,2022-01-01 19:00:00+00:00,2022-01-02 01:00:00+00:00,59.7809398,5.5005712,59.1148216,6.0025029
KRYSSHOLM,Myre-Øksnes,Fauske,2022-01-01 17:00:00+00:00,2022-01-02 17:00:00+00:00,68.9148944,15.0890843,67.2367153,15.7844221
NORNE,Drammen,Varberg,2022-01-02 20:50:00+00:00,2022-01-03 15:00:00+00:00,59.6964936,10.175642,57.1057412,12.2502949
OLYMPUS,Tromsø,Tromsø,2022-01-09 03:00:00+00:00,2022-01-09 03:22:00+00:00,69.6516345,18.9558585,69.6516345,18.9558585
OSTERFJORD,Torangsvåg,Ålesund,2022-01-02 11:00:00+00:00,2022-01-03 05:00:00+00:00,60.1135893,5.1533597,62.4802363,6.5550739
SUPERSPEED 2,Larvik,Hirtshals,2022-01-02 16:30:00+00:00,2022-01-02 20:15:00+00:00,59.0967308,10.02193,57.5908031,9.9649737
HORISONT III,Kristiansand,Nordsjøen,2022-01-02 16:21:00+00:00,2022-01-02 23:01:00+00:00,58.0856276,7.931858,56.00276,3.000129
SAYAN PRINCE,Skipavik-Gulen,Åmøyfjorden,2022-01-03 14:00:00+00:00,2022-01-04 09:00:00+00:00,60.8526453,5.030247,59.0112521,5.6869373
NORTH SEA GIANT,Randaberg,Åmøyfjorden,2022-01-03 01:30:00+00:00,2022-01-03 03:00:00+00:00,59.0210666,5.5648766,59.0112521,5.6869373
RO VISION,Nordskaget - Frøya,Nordskaget - Frøya,2022-01-02 22:59:00+00:00,2022-01-02 23:00:00+00:00,63.706494,8.562265,63.706494,8.562265
FOLLA,Ågotnes,Ålesund,2022-01-03 10:00:00+00:00,2022-01-03 22:00:00+00:00,60.4042983,5.0024982,62.4802363,6.5550739
WITH JUNIOR,Harstad ,Bergeneset,2022-01-02 21:30:00+00:00,2022-01-03 06:30:00+00:00,,,69.2367639,19.3599972
LAKE DOLPHIN,Narvik,Qatar,2022-01-04 20:25:00+00:00,2022-02-02 11:00:00+00:00,68.4383796,17.4271978,25.3336984,51.2295295
MAUD,Ålesund,Brønnøysund,2022-01-01 17:00:00+00:00,2022-01-02 14:00:00+00:00,62.4802363,6.5550739,65.4748755,12.2116394
TERNFJORD,Slagentangen,Skålevik,2022-01-01 23:20:00+00:00,2022-01-03 15:15:00+00:00,59.3155488,10.5271409,58.0808745,8.0174893
CSL TRIMNES,Lessremman,Elnesvågen,2022-01-01 12:12:00+00:00,2022-01-02 09:12:00+00:00,,,62.8533303,7.1550965
SEVEN OCEANIC,Mekjarvik,Rotterdam,2022-01-02 23:30:00+00:00,2022-01-04 12:00:00+00:00,59.0200721,5.6204134,51.9244424,4.47775
JSP SKIRNER,Ikornnes,Bremerhaven,2022-01-04 02:55:00+00:00,2022-01-08 07:08:00+00:00,62.3847263,6.5554555,53.5505392,8.5851945
VS SPIRIT,Slagentangen,"Ukjent lokasjon, ukjent land",2022-01-01 13:00:00+00:00,2022-01-02 10:59:00+00:00,59.3155488,10.5271409,,
BOKA TOPAZ,Alvika,Blyth,2022-01-03 14:00:00+00:00,2022-01-05 11:00:00+00:00,62.4845396,6.403646,55.1270903,-1.5099726
SOUTHERN LINER,Ottersøy,Rørvik,2022-01-06 07:00:00+00:00,2022-01-06 07:30:00+00:00,64.857639,11.287902,64.8615745,11.2379128
FS AQUARIUS,Kristiansund,Hemnskjela Ankring,2022-01-03 09:00:00+00:00,2022-01-03 21:00:00+00:00,63.2168194,7.545259,,
FROYA,Herøya,Fredericia,2022-01-01 21:00:00+00:00,2022-01-03 05:00:00+00:00,60.1031064,10.3180849,55.565268,9.7562169
WILSON CORK,Thamshamn,Murmansk,2022-01-05 01:30:00+00:00,2022-01-08 05:00:00+00:00,63.3186334,9.8765769,68.970665,33.07497
WILSON NARVIK,Ålvik,Tofte - Hurum,2022-01-01 22:30:00+00:00,2022-01-03 06:40:00+00:00,63.7903095,20.2886551,59.5441495,10.5651549
EPIC ST. CROIX,Mongstad,Antwerpen,2022-01-03 22:30:00+00:00,2022-01-05 00:30:00+00:00,60.797934,5.011611,51.2211097,4.3997081
VIKING QUEEN,Offshoreinst. Nordsjøen,Botnaneset - Flora,2022-01-02 02:30:00+00:00,2022-01-02 14:30:00+00:00,,,61.6079804,5.0674224
SVEALAND,Finnsnes,Tromsø,2022-01-03 07:40:00+00:00,2022-01-03 11:00:00+00:00,69.2296016,17.9812966,69.6516345,18.9558585
RONJA CARRIER,Leirvik,Boknafjorden,2022-01-02 06:12:00+00:00,2022-01-02 11:18:00+00:00,59.7809398,5.5005712,59.131568,5.4883569
NESEJENTA,Hammerfest,Barentshavet,2022-01-02 14:30:00+00:00,2022-01-02 18:20:00+00:00,70.6413392,23.8360801,74.3478217,37.809937
SAMSKIP KVITBJORN,Bergen,Fusa,2022-01-02 17:00:00+00:00,2022-01-02 19:45:00+00:00,60.3943055,5.3259192,35.737188,139.334682
REM STAR,Sløvåg Industriområde,Mongstadbase,2022-01-03 05:30:00+00:00,2022-01-03 06:30:00+00:00,,,,
FALKVIK,Helle - Forsand,Laksevåg,2022-01-02 22:30:00+00:00,2022-01-03 11:30:00+00:00,58.8628,6.14924,60.3648046,5.2218609
AQUA HOMBOROY,Vikan - Smøla,Holla,2022-01-01 07:30:00+00:00,2022-01-01 12:15:00+00:00,63.3800372,8.1955097,-24.2258,29.8475
RONJA MALOY,Fiskå - Strand,Fiskå - Strand,2022-01-03 07:00:00+00:00,2022-01-03 08:00:00+00:00,59.1148216,6.0025029,59.1148216,6.0025029
ELISABETH,Langevåg,Rubbestadneset,2022-01-03 08:50:00+00:00,2022-01-03 10:30:00+00:00,62.4405047,6.1908603,59.8155882,5.2680891
MERCATOR,Odda,Breiviga,2022-01-03 13:00:00+00:00,2022-01-04 04:00:00+00:00,60.0679248,6.5469316,58.0329342,7.2553761
RO FORTUNE,Skjervøy,Alta,2022-01-03 02:30:00+00:00,2022-01-03 11:00:00+00:00,70.1709973,20.6989897,55.001251,-115.002136
ECO DREAM,Mongstad,Antwerpen,2022-01-07 17:30:00+00:00,2022-01-08 16:00:00+00:00,60.797934,5.011611,51.2211097,4.3997081
HAVILA CAPELLA,Bergen,Kirkenes,2022-01-03 14:00:00+00:00,2022-01-09 08:00:00+00:00,60.3943055,5.3259192,69.7271478,30.0448971
VARGOY,Øksfjord,Alta,2022-01-04 07:00:00+00:00,2022-01-04 10:30:00+00:00,70.2394948,22.3505275,55.001251,-115.002136
VAITERE 2,Trondheim,Verdal,2022-01-03 15:00:00+00:00,2022-01-03 19:00:00+00:00,63.4304475,10.3952118,63.7862256,11.920335
NAVITA,Rotterdam,Sarpsborg,2022-01-05 04:00:00+00:00,2022-01-07 03:00:00+00:00,51.9244424,4.47775,59.254955,11.2297811
BERGENSFJORD,Bergen,Risavika,2022-01-04 15:15:00+00:00,2022-01-04 21:30:00+00:00,60.3943055,5.3259192,58.9266035,5.598135
NORNE,Varberg,Wismar,2022-01-04 20:00:00+00:00,2022-01-05 17:00:00+00:00,57.1057412,12.2502949,53.8909832,11.4647932
WILSON LAHN,Helsingborg,Stavanger Øst,2022-01-04 13:00:00+00:00,2022-01-06 07:20:00+00:00,56.0442098,12.703706,58.9694029,5.7579687
BUVIK,Horsens,Eydehavn - Arendal,2022-01-04 21:00:00+00:00,2022-01-05 16:30:00+00:00,55.8611696,9.8444774,58.4998259,8.8644089
STAVFJORD,Stralsund,Drammen,2022-01-05 17:00:00+00:00,2022-01-07 11:20:00+00:00,54.3096314,13.0820846,59.6964936,10.175642
DUBAI CHARM,Skagen,Mongstad,2022-01-03 07:30:00+00:00,2022-01-08 03:30:00+00:00,57.7259703,10.5844602,60.797934,5.011611
MYS KORSAKOVA,Murmansk,Kirkenes,2022-01-06 12:00:00+00:00,2022-01-07 06:30:00+00:00,68.970665,33.07497,69.7271478,30.0448971
WILSON WAAL,Botnaneset - Flora,Montrose,2022-01-10 14:30:00+00:00,2022-01-12 13:30:00+00:00,61.6079804,5.0674224,38.4375391,-108.2403855
DINA STAR,Killingøy,Storesund,2022-01-06 15:00:00+00:00,2022-01-06 16:00:00+00:00,59.4221342,5.2469257,60.316757,4.984269
HAVBRYN,Ålesund,Offshore,2022-01-05 21:00:00+00:00,2022-01-07 17:00:00+00:00,62.4802363,6.5550739,33.5762077,-117.8266011
